"key","original","translation","resource_Id","sorting"
"ACHIEVEMENT_NAME_1255","売れっ子鍛冶職人",,0,247
"ACHIEVEMENT_NAME_1256","誉れ高き鍛冶職人",,0,248
"ACHIEVEMENT_NAME_1258","防具職人",,0,249
"ACHIEVEMENT_NAME_1259","売れっ子鎧職人",,0,250
"ACHIEVEMENT_NAME_1260","高名なる甲冑師",,0,251
"ACHIEVEMENT_NAME_1261","鎧の神様",,0,252
"ACHIEVEMENT_NAME_1262","より良き相棒",,0,253
"ACHIEVEMENT_NAME_1263","より一層使いこんで",,0,254
"ACHIEVEMENT_NAME_1264","鍛え上げし武具",,0,255
"ACHIEVEMENT_NAME_1265","さらなる輝きを与えて",,0,256
"ACHIEVEMENT_NAME_1266","磨き上げし至高品",,0,257
"ACHIEVEMENT_NAME_1267","至高の業モノを携えて",,0,258
"ACHIEVEMENT_NAME_1276","神秘のクレスト",,0,259
"ACHIEVEMENT_NAME_1277","クレストの奥義",,0,260
"ACHIEVEMENT_NAME_1278","色奉行",,0,261
"ACHIEVEMENT_NAME_1279","流行色パイオニア","Fashionable Color Pioneer",0,262
"ACHIEVEMENT_NAME_1073","ウサギ発見！","Found a rabbit!",0,263
"ACHIEVEMENT_NAME_1845","ウサギを追いかけて",,0,264
"ACHIEVEMENT_NAME_1846","ウサギのおしりは遠く",,0,265
"ACHIEVEMENT_NAME_1847","ウサギとのあくなき競走",,0,266
"ACHIEVEMENT_NAME_1848","ウサギを超え跳躍する者",,0,267
"ACHIEVEMENT_NAME_1074","闘牛士","Bullfighter",0,268
"ACHIEVEMENT_NAME_1922","成長株闘牛士",,0,269
"ACHIEVEMENT_NAME_1923","ベテラン闘牛士",,0,270
"ACHIEVEMENT_NAME_1924","花形闘牛士",,0,271
"ACHIEVEMENT_NAME_1925","レジェンド闘牛士",,0,272
"ACHIEVEMENT_NAME_1076","シカにご注意！",,0,273
"ACHIEVEMENT_NAME_1926","シカはいずこに？",,0,274
"ACHIEVEMENT_NAME_1927","シカを求めて…",,0,275
"ACHIEVEMENT_NAME_1928","シカははるか彼方",,0,276
"ACHIEVEMENT_NAME_1929","シカよ永遠に――",,0,277
"ACHIEVEMENT_NAME_1077","とんとおぼえが",,0,278
"ACHIEVEMENT_NAME_1930","とんちんかんでも",,0,279
"ACHIEVEMENT_NAME_1931","とんとんびょうしに",,0,280
"ACHIEVEMENT_NAME_1932","とんでもなくまるく",,0,281
"ACHIEVEMENT_NAME_1933","とことんつきつめて",,0,282
"ACHIEVEMENT_NAME_1079","クモが出た",,0,283
"ACHIEVEMENT_NAME_1934","クモ排除",,0,284
"ACHIEVEMENT_NAME_1935","クモ退治！",,0,285
"ACHIEVEMENT_NAME_1936","クモ撃退！！",,0,286
"ACHIEVEMENT_NAME_1937","クモ徹底撃滅！！！",,0,287
"ACHIEVEMENT_NAME_1081","ネズミキャプター","Rat Captor",0,288
"ACHIEVEMENT_NAME_1938","ネズミリフレクター","Rat Reflector",0,289
"ACHIEVEMENT_NAME_1939","ネズミスイーパー","Rat Sweeper",0,290
"ACHIEVEMENT_NAME_1940","ネズミブリンガー","Rat Bringer",0,291
"ACHIEVEMENT_NAME_1941","ネズミネーター",,0,292
"ACHIEVEMENT_NAME_1291","戦場カメラマン","Battlefield Camera Man",0,293
"ACHIEVEMENT_NAME_1312","ファイターのジョブレベルが2になった","Reach level 2 as a Fighter",0,294
"ACHIEVEMENT_NAME_1313","ファイターのジョブレベルが3になった","Reach level 3 as a Fighter",0,295
"ACHIEVEMENT_NAME_1314","ファイターのジョブレベルが4になった","Reach level 4 as a Fighter",0,296
"ACHIEVEMENT_NAME_1315","ファイターのジョブレベルが5になった","Reach level 5 as a Fighter",0,297
"ACHIEVEMENT_NAME_1316","ファイターのジョブレベルが6になった","Reach level 6 as a Fighter",0,298
"ACHIEVEMENT_NAME_1317","ファイターのジョブレベルが7になった","Reach level 7 as a Fighter",0,299
"ACHIEVEMENT_NAME_1318","ファイターのジョブレベルが8になった","Reach level 8 as a Fighter",0,300
"ACHIEVEMENT_NAME_1319","ファイターのジョブレベルが9になった","Reach level 9 as a Fighter",0,301
"ACHIEVEMENT_NAME_1320","ファイターのジョブレベルが10になった","Reach level 10 as a Fighter",0,302
"ACHIEVEMENT_NAME_1321","ファイターのジョブレベルが11になった","Reach level 11 as a Fighter",0,303
"ACHIEVEMENT_NAME_1322","ファイターのジョブレベルが12になった","Reach level 12 as a Fighter",0,304
"ACHIEVEMENT_NAME_1323","ファイターのジョブレベルが13になった","Reach level 13 as a Fighter",0,305
"ACHIEVEMENT_NAME_1324","ファイターのジョブレベルが14になった","Reach level 14 as a Fighter",0,306
"ACHIEVEMENT_NAME_1325","ファイターのジョブレベルが15になった","Reach level 15 as a Fighter",0,307
"ACHIEVEMENT_NAME_1326","ファイターのジョブレベルが16になった","Reach level 16 as a Fighter",0,308
"ACHIEVEMENT_NAME_1327","ファイターのジョブレベルが17になった","Reach level 17 as a Fighter",0,309
"ACHIEVEMENT_NAME_1328","ファイターのジョブレベルが18になった","Reach level 18 as a Fighter",0,310
"ACHIEVEMENT_NAME_1329","ファイターのジョブレベルが19になった","Reach level 19 as a Fighter",0,311
"ACHIEVEMENT_NAME_1330","ファイターのジョブレベルが20になった","Reach level 20 as a Fighter",0,312
"ACHIEVEMENT_NAME_1331","ファイターのジョブレベルが21になった","Reach level 21 as a Fighter",0,313
"ACHIEVEMENT_NAME_1332","ファイターのジョブレベルが22になった","Reach level 22 as a Fighter",0,314
"ACHIEVEMENT_NAME_1333","ファイターのジョブレベルが23になった","Reach level 23 as a Fighter",0,315
"ACHIEVEMENT_NAME_1334","ファイターのジョブレベルが24になった","Reach level 24 as a Fighter",0,316
"ACHIEVEMENT_NAME_1335","ファイターのジョブレベルが25になった","Reach level 25 as a Fighter",0,317
"ACHIEVEMENT_NAME_1336","ファイターのジョブレベルが26になった","Reach level 26 as a Fighter",0,318
"ACHIEVEMENT_NAME_1337","ファイターのジョブレベルが27になった","Reach level 27 as a Fighter",0,319
"ACHIEVEMENT_NAME_1338","ファイターのジョブレベルが28になった","Reach level 28 as a Fighter",0,320
"ACHIEVEMENT_NAME_1339","ファイターのジョブレベルが29になった","Reach level 29 as a Fighter",0,321
"ACHIEVEMENT_NAME_1340","ファイターのジョブレベルが30になった","Reach level 30 as a Fighter",0,322
"ACHIEVEMENT_NAME_1341","ファイターのジョブレベルが31になった","Reach level 31 as a Fighter",0,323
"ACHIEVEMENT_NAME_1342","ファイターのジョブレベルが32になった","Reach level 32 as a Fighter",0,324
"ACHIEVEMENT_NAME_1343","ファイターのジョブレベルが33になった","Reach level 33 as a Fighter",0,325
"ACHIEVEMENT_NAME_1344","ファイターのジョブレベルが34になった","Reach level 34 as a Fighter",0,326
"ACHIEVEMENT_NAME_1345","ファイターのジョブレベルが35になった","Reach level 35 as a Fighter",0,327
"ACHIEVEMENT_NAME_1346","ファイターのジョブレベルが36になった","Reach level 36 as a Fighter",0,328
"ACHIEVEMENT_NAME_1347","ファイターのジョブレベルが37になった","Reach level 37 as a Fighter",0,329
"ACHIEVEMENT_NAME_1348","ファイターのジョブレベルが38になった","Reach level 38 as a Fighter",0,330
"ACHIEVEMENT_NAME_1349","ファイターのジョブレベルが39になった","Reach level 39 as a Fighter",0,331
"ACHIEVEMENT_NAME_1350","ファイターのジョブレベルが40になった","Reach level 40 as a Fighter",0,332
"ACHIEVEMENT_NAME_1351","ファイターのジョブレベルが41になった","Reach level 41 as a Fighter",0,333
"ACHIEVEMENT_NAME_1352","ファイターのジョブレベルが42になった","Reach level 42 as a Fighter",0,334
"ACHIEVEMENT_NAME_1353","ファイターのジョブレベルが43になった","Reach level 43 as a Fighter",0,335
"ACHIEVEMENT_NAME_1354","ファイターのジョブレベルが44になった","Reach level 44 as a Fighter",0,336
"ACHIEVEMENT_NAME_1355","ファイターのジョブレベルが45になった","Reach level 45 as a Fighter",0,337
"ACHIEVEMENT_NAME_1356","ファイターのジョブレベルが46になった","Reach level 46 as a Fighter",0,338
"ACHIEVEMENT_NAME_1357","ファイターのジョブレベルが47になった","Reach level 47 as a Fighter",0,339
"ACHIEVEMENT_NAME_1358","ファイターのジョブレベルが48になった","Reach level 48 as a Fighter",0,340
"ACHIEVEMENT_NAME_1359","ファイターのジョブレベルが49になった","Reach level 49 as a Fighter",0,341
